energy,tempo,danceability,playlist_genre,loudness,liveness,valence,track_artist,time_signature,speechiness,track_popularity,uri,track_album_name,playlist_name,track_id,track_name,release_date,instrumentalness,track_album_id,mode,key,duration_ms,acousticness,id,playlist_subgenre,type,playlist_id
0.59,157.97,0.52,pop,-7.78,0.12,0.54,"Lady Gaga, Bruno Mars",3,0.030,100,spotify:track:2plbrEY59IikOBgBGLjaoe,Die With A Smile,Today's Top Hits,2plbrEY59IikOBgBGLjaoe,Die With A Smile,8/16/2024,0.0000,10FLjwfpbxLmW8c25Xyc2N,0,6,251668,0.308,2plbrEY59IikOBgBGLjaoe,Mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M
0.51,104.98,0.75,pop,-10.17,0.12,0.44,Billie Eilish,4,0.036,97,spotify:track:6dOtVTDdiauQNBQEDOtlAB,HIT ME HARD AND SOFT,Today's Top Hits,6dOtVTDdiauQNBQEDOtlAB,BIRDS OF A FEATHER,5/17/2024,0.0608,7aJuG4TFXa2hmE4z1yxc3n,1,2,210373,0.200,6dOtVTDdiauQNBQEDOtlAB,Mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M
0.81,108.55,0.55,pop,-4.17,0.16,0.37,Gracie Abrams,4,0.037,93,spotify:track:7ne4VBA60CxGM75vw0EYad,The Secret of Us,Today's Top Hits,7ne4VBA60CxGM75vw0EYad,That’s So True,10/18/2024,0.0000,0hBRqPYPXhr1RkTDG3n4Mk,1,1,166300,0.214,7ne4VBA60CxGM75vw0EYad,Mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M
0.91,112.97,0.67,pop,-4.07,0.30,0.79,Sabrina Carpenter,4,0.063,81,spotify:track:1d7Ptw3qYcfpdLNL5REhtJ,Short n' Sweet,Today's Top Hits,1d7Ptw3qYcfpdLNL5REhtJ,Taste,8/23/2024,0.0000,4B4Elma4nNDUyl6D5PvQkj,0,0,157280,0.094,1d7Ptw3qYcfpdLNL5REhtJ,Mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M
0.78,149.03,0.78,pop,-4.48,0.36,0.94,"ROSÉ, Bruno Mars",4,0.260,98,spotify:track:5vNRhkKd0yEAg8suGBpjeY,APT.,Today's Top Hits,5vNRhkKd0yEAg8suGBpjeY,APT.,10/18/2024,0.0000,2IYQwwgxgOIn7t3iF6ufFD,0,0,169917,0.028,5vNRhkKd0yEAg8suGBpjeY,Mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M
0.58,116.71,0.70,pop,-5.96,0.09,0.79,Chappell Roan,4,0.036,94,spotify:track:0WbMK4wrZ1wFSty9F7FCgu,"Good Luck, Babe!",Today's Top Hits,0WbMK4wrZ1wFSty9F7FCgu,"Good Luck, Babe!",4/5/2024,0.0000,1WAjjRMfZjEXtB0lQrAw6Q,0,11,218424,0.050,0WbMK4wrZ1wFSty9F7FCgu,Mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M
0.56,150.07,0.67,pop,-6.54,0.10,0.84,Addison Rae,4,0.041,88,spotify:track:6MzofobZt2dm0Kf1hTThFz,Diet Pepsi,Today's Top Hits,6MzofobZt2dm0Kf1hTThFz,Diet Pepsi,8/9/2024,0.0096,0XA403JTounqFh2owquBXu,1,10,169698,0.495,6MzofobZt2dm0Kf1hTThFz,Mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M
0.25,148.10,0.47,pop,-12.00,0.17,0.13,Billie Eilish,4,0.043,93,spotify:track:3QaPy1KgI7nu9FJEQUgn6h,HIT ME HARD AND SOFT,Today's Top Hits,3QaPy1KgI7nu9FJEQUgn6h,WILDFLOWER,5/17/2024,0.0003,7aJuG4TFXa2hmE4z1yxc3n,0,6,261467,0.612,3QaPy1KgI7nu9FJEQUgn6h,Mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M
0.42,94.93,0.49,pop,-10.44,0.20,0.30,Gigi Perez,4,0.025,71,spotify:track:0UYnhUfnUj5adChuAXvLUB,Sailor Song,Today's Top Hits,0UYnhUfnUj5adChuAXvLUB,Sailor Song,7/26/2024,0.0001,4DWrYvfGXRE8ko5ZxlIpit,1,11,211979,0.686,0UYnhUfnUj5adChuAXvLUB,Mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M
0.72,119.97,0.77,pop,-5.49,0.11,0.57,"The Weeknd, Playboi Carti",4,0.051,92,spotify:track:1Es7AUAhQvapIcoh3qMKDL,Timeless,Today's Top Hits,1Es7AUAhQvapIcoh3qMKDL,Timeless (with Playboi Carti),9/27/2024,0.0000,2IRxVVqbSbqHJo8Zx50LYn,0,11,256000,0.058,1Es7AUAhQvapIcoh3qMKDL,Mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M
0.67,130.02,0.78,pop,-6.62,0.08,0.62,"Charli xcx, Billie Eilish",4,0.098,85,spotify:track:3WOhcATHxK2SLNeP5W3v1v,Guess featuring Billie Eilish,Today's Top Hits,3WOhcATHxK2SLNeP5W3v1v,Guess featuring billie eilish,8/1/2024,0.3000,3ThlxfLSy4bfKzxWqmC7VN,1,7,145219,0.015,3WOhcATHxK2SLNeP5W3v1v,Mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M
0.59,107.07,0.67,pop,-6.07,0.10,0.58,Sabrina Carpenter,4,0.054,88,spotify:track:5N3hjp1WNayUPZrA8kJmJP,Please Please Please,Today's Top Hits,5N3hjp1WNayUPZrA8kJmJP,Please Please Please,6/6/2024,0.0000,5bBaoign62r1i7OV8w7mi9,1,9,186365,0.274,5N3hjp1WNayUPZrA8kJmJP,Mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M
0.81,104.03,0.61,pop,-3.44,0.19,0.59,Tate McRae,4,0.049,79,spotify:track:1f18HzFpegqvH4ibGJyeMJ,2 hands,Today's Top Hits,1f18HzFpegqvH4ibGJyeMJ,2 hands,11/14/2024,0.0000,2BdJwrx2wMJi7x06wWkUFg,1,1,181821,0.121,1f18HzFpegqvH4ibGJyeMJ,Mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M
0.71,81.01,0.72,pop,-4.95,0.08,0.60,Shaboozey,4,0.027,86,spotify:track:2FQrifJ1N335Ljm3TjTVVf,A Bar Song (Tipsy),Today's Top Hits,2FQrifJ1N335Ljm3TjTVVf,A Bar Song (Tipsy),4/12/2024,0.0000,6egBeCLeGITzGSo5VyRjwZ,1,9,171292,0.063,2FQrifJ1N335Ljm3TjTVVf,Mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M
0.76,139.98,0.74,pop,-4.98,0.31,0.96,Chappell Roan,4,0.042,88,spotify:track:4xdBrk0nFZaP54vvZj0yx7,The Rise and Fall of a Midwest Princess,Today's Top Hits,4xdBrk0nFZaP54vvZj0yx7,HOT TO GO!,9/22/2023,0.0000,0EiI8ylL0FmWWpgHVTsZjZ,1,6,184841,0.019,4xdBrk0nFZaP54vvZj0yx7,Mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M
0.92,100.99,0.56,pop,-2.77,0.49,0.50,Lady Gaga,4,0.117,86,spotify:track:19KlZwqlT3fguP2BeHF1Q1,Disease,Today's Top Hits,19KlZwqlT3fguP2BeHF1Q1,Disease,10/25/2024,0.0000,52BWvTRMsPqjHzrbQomgwP,0,11,229997,0.051,19KlZwqlT3fguP2BeHF1Q1,Mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M
0.79,109.94,0.73,pop,-3.95,0.31,0.67,LISA,4,0.116,82,spotify:track:5G345YEhvleYxQLfYUlEFv,Moonlit Floor (Kiss Me),Today's Top Hits,5G345YEhvleYxQLfYUlEFv,Moonlit Floor (Kiss Me),10/8/2024,0.0000,1OGxb1Z5KDBVOwDtyKu8wz,0,5,155757,0.126,5G345YEhvleYxQLfYUlEFv,Mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M
0.84,122.06,0.62,pop,-5.35,0.16,0.75,Morgan Wallen,4,0.028,86,spotify:track:7hR22TOX3RorxJPcsz5Wbo,Love Somebody,Today's Top Hits,7hR22TOX3RorxJPcsz5Wbo,Love Somebody,10/18/2024,0.0001,0TxewlKVKdpP18dGg279ep,0,5,204829,0.009,7hR22TOX3RorxJPcsz5Wbo,Mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M
0.41,115.94,0.53,pop,-7.51,0.13,0.34,Gracie Abrams,3,0.033,90,spotify:track:51rfRCiUSvxXlCSCfIztBy,The Secret of Us,Today's Top Hits,51rfRCiUSvxXlCSCfIztBy,"I Love You, I'm Sorry",6/21/2024,0.0000,56bdWeO40o3WfAD2Lja4dl,1,10,157147,0.656,51rfRCiUSvxXlCSCfIztBy,Mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M
0.78,119.99,0.73,pop,-8.53,0.23,0.66,"Adam Port, Stryv, Keinemusik, Orso, Malachiii",4,0.042,86,spotify:track:1BJJbSX6muJVF2AK7uH1x4,Move,Today's Top Hits,1BJJbSX6muJVF2AK7uH1x4,Move,6/7/2024,0.3360,4M8ThNHbNjda2cPwL8XZHS,0,8,177599,0.056,1BJJbSX6muJVF2AK7uH1x4,Mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M
0.81,80.09,0.51,pop,-3.99,0.44,0.66,"Tyler, The Creator, GloRilla, Sexyy Red, Lil Wayne",4,0.461,88,spotify:track:3tFed7YsjGnIfxeLEQwx3R,CHROMAKOPIA,Today's Top Hits,3tFed7YsjGnIfxeLEQwx3R,"Sticky (feat. GloRilla, Sexyy Red & Lil Wayne)",10/28/2024,0.0000,0U28P0QVB1QRxpqp5IHOlH,1,1,255916,0.285,3tFed7YsjGnIfxeLEQwx3R,Mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M
0.76,103.97,0.70,pop,-5.48,0.19,0.69,Sabrina Carpenter,4,0.029,90,spotify:track:2qSkIjg1o9h3YT9RAgYN75,Espresso,Today's Top Hits,2qSkIjg1o9h3YT9RAgYN75,Espresso,4/12/2024,0.0001,5quMTd5zeI9yW5UDua8wS4,1,0,175459,0.107,2qSkIjg1o9h3YT9RAgYN75,Mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M
0.73,116.99,0.89,pop,-4.98,0.08,0.84,JENNIE,4,0.043,89,spotify:track:2CspwnypzT7rcWI9RfsoSb,Mantra,Today's Top Hits,2CspwnypzT7rcWI9RfsoSb,Mantra,10/10/2024,0.0000,3e5tDT1kfaAGx10yOjIDgW,0,10,136627,0.004,2CspwnypzT7rcWI9RfsoSb,Mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M
0.56,105.01,0.83,pop,-5.59,0.14,0.34,"Rauw Alejandro, Bad Bunny",4,0.204,82,spotify:track:0l0vcZMU7AOeQmUIREoI2U,Cosa Nuestra,Today's Top Hits,0l0vcZMU7AOeQmUIREoI2U,Qué Pasaría...,11/15/2024,0.0000,0aX0UXrHG2ceYIxTQcqJdA,0,4,182857,0.528,0l0vcZMU7AOeQmUIREoI2U,Mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M
0.63,119.98,0.76,pop,-6.72,0.22,0.32,Don Toliver,4,0.101,85,spotify:track:2c7z5oRcPBbqRaBY2mLWcf,HARDSTONE PSYCHO,Today's Top Hits,2c7z5oRcPBbqRaBY2mLWcf,NEW DROP,6/14/2024,0.0209,0Kzb3u6kMnOJOZXYFSk33F,0,4,217333,0.189,2c7z5oRcPBbqRaBY2mLWcf,Mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M
0.86,127.99,0.64,pop,-4.86,0.25,0.73,"Post Malone, Morgan Wallen",4,0.026,84,spotify:track:7221xIgOnuakPdLqT0F3nP,I Had Some Help,Today's Top Hits,7221xIgOnuakPdLqT0F3nP,I Had Some Help (Feat. Morgan Wallen),5/10/2024,0.0000,1woYXxyyxTQJ0E0AhZE6mj,1,7,178206,0.008,7221xIgOnuakPdLqT0F3nP,Mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M
0.62,117.04,0.74,pop,-5.51,0.04,0.93,Hozier,4,0.041,77,spotify:track:4IadxL6BUymXlh8RCJJu7T,Unheard,Today's Top Hits,4IadxL6BUymXlh8RCJJu7T,Too Sweet,3/22/2024,0.0008,1KZC0cX0qq6hodR9YVgh9F,1,10,251424,0.030,4IadxL6BUymXlh8RCJJu7T,Mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M
0.34,97.99,0.71,pop,-10.61,0.12,0.46,The Marías,4,0.028,84,spotify:track:3siwsiaEoU4Kuuc9WKMUy5,Submarine,Today's Top Hits,3siwsiaEoU4Kuuc9WKMUy5,No One Noticed,5/31/2024,0.0814,03guxdOi12XJbnvxvxbpwG,1,7,236907,0.552,3siwsiaEoU4Kuuc9WKMUy5,Mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M
0.65,112.65,0.69,pop,-6.97,0.08,0.47,"Oscar Maydon, Fuerza Regida",3,0.078,93,spotify:track:1cOboCuWYI2osTOfolMRS6,Tu Boda,Today's Top Hits,1cOboCuWYI2osTOfolMRS6,Tu Boda,9/26/2024,0.0000,60cQzWfmdg4hyDXrpW6kOA,1,6,225881,0.496,1cOboCuWYI2osTOfolMRS6,Mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M
0.60,123.99,0.64,pop,-6.13,0.11,0.33,Myles Smith,4,0.030,88,spotify:track:3Vr3zh0r7ALn8VLqCiRR10,Stargazing,Today's Top Hits,3Vr3zh0r7ALn8VLqCiRR10,Stargazing,5/10/2024,0.0000,3VNxRarx9HUI5w7DHv0TBj,0,1,172533,0.246,3Vr3zh0r7ALn8VLqCiRR10,Mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M
0.69,167.03,0.84,pop,-4.22,0.28,0.70,"GloRilla, Sexyy Red",4,0.363,70,spotify:track:4VI2Y5xg4gYynQqNQNQbTN,WHATCHU KNO ABOUT ME (with Sexyy Red),Today's Top Hits,4VI2Y5xg4gYynQqNQNQbTN,WHATCHU KNO ABOUT ME (with Sexyy Red),10/10/2024,0.0000,2PzoiaGTcK3NfnMgHFd7QC,1,1,149461,0.006,4VI2Y5xg4gYynQqNQNQbTN,Mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M
0.65,115.84,0.65,pop,-8.33,0.07,0.30,Ariana Grande,4,0.043,81,spotify:track:46kspZSY3aKmwQe7O77fCC,eternal sunshine,Today's Top Hits,46kspZSY3aKmwQe7O77fCC,we can't be friends (wait for your love),3/8/2024,0.0000,71PfP4E9roOXAudea1aPGw,1,5,228639,0.062,46kspZSY3aKmwQe7O77fCC,Mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M
0.47,105.03,0.47,pop,-5.69,0.14,0.22,Benson Boone,3,0.060,85,spotify:track:6tNQ70jh4OwmPGpYy6R2o9,Beautiful Things,Today's Top Hits,6tNQ70jh4OwmPGpYy6R2o9,Beautiful Things,1/18/2024,0.0000,29aSKB1qPEbN0Qf9OPSQpw,1,10,180304,0.151,6tNQ70jh4OwmPGpYy6R2o9,Mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M
0.71,194.06,0.74,pop,-5.78,0.08,0.71,"Myke Towers, benny blanco",4,0.284,84,spotify:track:0qeIFEGRQqHoaJtLCl0U73,LA PANTERA NEGRA (DELUXE),Today's Top Hits,0qeIFEGRQqHoaJtLCl0U73,DEGENERE 👑 (feat. benny blanco),10/17/2024,0.0000,3pkIK8SI5mcUUjb9jNjx4H,0,6,130880,0.050,0qeIFEGRQqHoaJtLCl0U73,Mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M
0.90,167.03,0.74,pop,-2.66,0.09,0.79,KATSEYE,4,0.044,85,spotify:track:6aJn7Cst74cj4lNIiPRgav,Touch,Today's Top Hits,6aJn7Cst74cj4lNIiPRgav,Touch,7/26/2024,0.0000,1hjqg3TuQ2YqooaPhxHwdv,0,5,129883,0.549,6aJn7Cst74cj4lNIiPRgav,Mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M
0.60,159.92,0.56,pop,-4.41,0.10,0.24,Teddy Swims,3,0.034,89,spotify:track:17phhZDn6oGtzMe56NuWvj,I've Tried Everything But Therapy (Part 1),Today's Top Hits,17phhZDn6oGtzMe56NuWvj,Lose Control,9/15/2023,0.0000,7nacKlk586eLRBSIsrk9DB,1,9,210689,0.199,17phhZDn6oGtzMe56NuWvj,Mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M
0.67,90.97,0.65,pop,-5.20,0.21,0.64,Mark Ambor,4,0.028,82,spotify:track:5uQ7de4EWjb3rkcFxyEOpu,Belong Together,Today's Top Hits,5uQ7de4EWjb3rkcFxyEOpu,Belong Together,2/16/2024,0.0000,3PlCMwyq6nuQYtoYproV1o,1,2,148318,0.491,5uQ7de4EWjb3rkcFxyEOpu,Mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M
0.67,128.03,0.92,pop,-6.80,0.07,0.79,KAROL G,4,0.047,93,spotify:track:6WatFBLVB0x077xWeoVc2k,Si Antes Te Hubiera Conocido,Today's Top Hits,6WatFBLVB0x077xWeoVc2k,Si Antes Te Hubiera Conocido,6/21/2024,0.0006,5ylbxH7EqpsmHZCRuiYewS,1,11,195824,0.446,6WatFBLVB0x077xWeoVc2k,Mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M
0.45,159.98,0.69,pop,-7.64,0.07,0.91,Djo,4,0.058,89,spotify:track:3qhlB30KknSejmIvZZLjOD,DECIDE,Today's Top Hits,3qhlB30KknSejmIvZZLjOD,End of Beginning,9/16/2022,0.0026,4JDXBZdRPId4devseaAOKH,1,2,159246,0.035,3qhlB30KknSejmIvZZLjOD,Mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M
0.39,192.00,0.50,pop,-10.98,0.10,0.28,"Taylor Swift, Post Malone",4,0.031,84,spotify:track:2OzhQlSqBEmt7hmkYxfT6m,THE TORTURED POETS DEPARTMENT,Today's Top Hits,2OzhQlSqBEmt7hmkYxfT6m,Fortnight (feat. Post Malone),4/18/2024,0.0000,1Mo4aZ8pdj6L1jx8zSwJnt,1,11,228965,0.502,2OzhQlSqBEmt7hmkYxfT6m,Mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M
0.68,155.08,0.56,pop,-6.30,0.11,0.39,"Omar Courtz, De La Rose",4,0.244,89,spotify:track:0Sr7ssScx54yxdM2ols7nW,PRIMERA MUSA,Today's Top Hits,0Sr7ssScx54yxdM2ols7nW,Q U E V A S H A C E R H O Y ?,9/20/2024,0.0000,3C5uwdRE5QRoXSGPPxpDd4,0,6,223320,0.103,0Sr7ssScx54yxdM2ols7nW,Mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M
0.47,101.06,0.90,pop,-7.00,0.14,0.21,Kendrick Lamar,4,0.078,88,spotify:track:6AI3ezQ4o3HUoP6Dhudph3,Not Like Us,Today's Top Hits,6AI3ezQ4o3HUoP6Dhudph3,Not Like Us,5/4/2024,0.0000,5JjnoGJyOxfSZUZtk2rRwZ,1,1,274192,0.011,6AI3ezQ4o3HUoP6Dhudph3,Mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M
0.71,146.92,0.49,pop,-4.22,0.15,0.32,Jin,4,0.032,85,spotify:track:4p7DTkyrKqT98xlIwYYfXz,Happy,Today's Top Hits,4p7DTkyrKqT98xlIwYYfXz,Running Wild,11/15/2024,0.0000,0fKlaQuBMQYFo5aIFoGIXt,1,8,151647,0.000,4p7DTkyrKqT98xlIwYYfXz,Mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M
0.71,91.98,0.85,pop,-3.57,0.11,0.69,"KAROL G, Feid, DFZM, Ovy On The Drums, J Balvin, Maluma, Ryan Castro, Blessd",4,0.098,84,spotify:track:3mg9jYNC1NihbthlglzrWP,57,Today's Top Hits,3mg9jYNC1NihbthlglzrWP,57,11/8/2024,0.0000,5TT8KluomuelzsNF7T1U37,0,1,298131,0.221,3mg9jYNC1NihbthlglzrWP,Mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M
0.65,114.93,0.88,pop,-7.23,0.06,0.79,Ndotz,4,0.060,87,spotify:track:0io16MKpbeDIdYzmGpQaES,Embrace It,Today's Top Hits,0io16MKpbeDIdYzmGpQaES,Embrace It,8/23/2024,0.0000,0mV9Pfr1GfoZLkp1EAau9P,1,1,104419,0.475,0io16MKpbeDIdYzmGpQaES,Mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M
0.87,184.12,0.47,pop,-3.34,0.12,0.81,Linkin Park,4,0.034,89,spotify:track:2PnlsTsOTLE5jnBnNe2K0A,The Emptiness Machine,Today's Top Hits,2PnlsTsOTLE5jnBnNe2K0A,The Emptiness Machine,9/5/2024,0.0000,6W0Gabv5f3ugnckc6YgfJQ,1,7,190428,0.016,2PnlsTsOTLE5jnBnNe2K0A,Mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M
0.76,116.03,0.66,pop,-3.74,0.19,0.84,Jimin,4,0.032,92,spotify:track:7tI8dRuH2Yc6RuoTjxo4dU,MUSE,Today's Top Hits,7tI8dRuH2Yc6RuoTjxo4dU,Who,7/19/2024,0.0000,15XcLhiVMlSOipUddTNDnr,0,0,170888,0.003,7tI8dRuH2Yc6RuoTjxo4dU,Mainstream,audio_features,37i9dQZF1DXcBWIGoYBM5M
0.51,147.13,0.58,pop,-9.48,0.06,0.61,Eagles,4,0.027,81,spotify:track:40riOy7x9W7GXjyGp4pjAv,Hotel California (2013 Remaster),Rock Classics,40riOy7x9W7GXjyGp4pjAv,Hotel California - 2013 Remaster,12/8/1976,0.0005,2widuo17g5CEC66IbzveRu,1,2,391376,0.006,40riOy7x9W7GXjyGp4pjAv,Classic,audio_features,37i9dQZF1DWXRqgorJj26U
0.89,133.52,0.50,pop,-5.18,0.22,0.26,AC/DC,4,0.036,83,spotify:track:57bgtoPSgt236HzfBOd8kj,The Razors Edge,Rock Classics,57bgtoPSgt236HzfBOd8kj,Thunderstruck,9/24/1990,0.0117,4vu7F6h90Br1ZtYYaqfITy,1,4,292880,0.000,57bgtoPSgt236HzfBOd8kj,Classic,audio_features,37i9dQZF1DWXRqgorJj26U
0.45,123.60,0.74,pop,-7.81,0.34,0.28,The White Stripes,4,0.068,82,spotify:track:3dPQuX8Gs42Y7b454ybpMR,Elephant,Rock Classics,3dPQuX8Gs42Y7b454ybpMR,Seven Nation Army,4/1/2003,0.1180,6D9urpsOWWKtYvF6PaorGE,0,4,232107,0.004,3dPQuX8Gs42Y7b454ybpMR,Classic,audio_features,37i9dQZF1DWXRqgorJj26U
0.43,91.84,0.52,pop,-9.94,0.13,0.10,Radiohead,4,0.037,86,spotify:track:70LcF31zb1H0PyJoS1Sx1r,Pablo Honey,Rock Classics,70LcF31zb1H0PyJoS1Sx1r,Creep,2/22/1993,0.0001,3gBVdu4a1MMJVMy6vwPEb8,1,7,238640,0.010,70LcF31zb1H0PyJoS1Sx1r,Classic,audio_features,37i9dQZF1DWXRqgorJj26U
0.82,120.13,0.50,pop,-5.85,0.09,0.54,Nirvana,4,0.039,76,spotify:track:4P5KoWXOxwuobLmHXLMobV,Nevermind (Remastered),Rock Classics,4P5KoWXOxwuobLmHXLMobV,Come As You Are,9/26/1991,0.0016,2guirTSEqLizK7j9i1MTTZ,0,4,218920,0.000,4P5KoWXOxwuobLmHXLMobV,Classic,audio_features,37i9dQZF1DWXRqgorJj26U
0.77,96.48,0.59,pop,-2.79,0.13,0.33,Red Hot Chili Peppers,4,0.027,81,spotify:track:48UPSzbZjgc449aqz8bxox,Californication (Deluxe Edition),Rock Classics,48UPSzbZjgc449aqz8bxox,Californication,6/8/1999,0.0017,2Y9IRtehByVkegoD7TcLfi,0,9,329733,0.002,48UPSzbZjgc449aqz8bxox,Classic,audio_features,37i9dQZF1DWXRqgorJj26U
0.95,125.30,0.45,pop,-5.32,0.11,0.62,Guns N' Roses,4,0.052,84,spotify:track:7snQQk1zcKl8gZ92AnueZW,Appetite For Destruction,Rock Classics,7snQQk1zcKl8gZ92AnueZW,Sweet Child O' Mine,7/21/1987,0.0843,28yHV3Gdg30AiB8h8em1eW,1,6,356067,0.090,7snQQk1zcKl8gZ92AnueZW,Classic,audio_features,37i9dQZF1DWXRqgorJj26U
0.80,158.69,0.46,pop,-9.27,0.40,0.61,The Rolling Stones,4,0.093,81,spotify:track:63T7DJ1AFDD6Bn8VzG6JE8,Aftermath,Rock Classics,63T7DJ1AFDD6Bn8VzG6JE8,"Paint It, Black",4/15/1966,0.0024,72qrnM4yUNMDDlWiqKc8iY,1,1,202267,0.049,63T7DJ1AFDD6Bn8VzG6JE8,Classic,audio_features,37i9dQZF1DWXRqgorJj26U
0.49,120.15,0.83,pop,-9.74,0.13,0.79,Fleetwood Mac,4,0.028,84,spotify:track:0ofHAoxe9vBkTCp2UQIavz,Rumours (Super Deluxe),Rock Classics,0ofHAoxe9vBkTCp2UQIavz,Dreams - 2004 Remaster,2/4/1977,0.0043,0BwWUstDMUbgq2NYONRqlu,1,0,257800,0.064,0ofHAoxe9vBkTCp2UQIavz,Classic,audio_features,37i9dQZF1DWXRqgorJj26U
0.88,158.07,0.41,pop,-5.54,0.08,0.36,Foo Fighters,4,0.037,81,spotify:track:5UWwZ5lm5PKu6eKsHAGxOk,The Colour And The Shape,Rock Classics,5UWwZ5lm5PKu6eKsHAGxOk,Everlong,5/20/1997,0.0003,30ly6F6Xl0TKmyBCU50Khv,0,11,250547,0.000,5UWwZ5lm5PKu6eKsHAGxOk,Classic,audio_features,37i9dQZF1DWXRqgorJj26U
0.72,94.38,0.54,pop,-5.03,0.66,0.90,Joan Jett & the Blackhearts,4,0.043,77,spotify:track:2Cdvbe2G4hZsnhNMKyGrie,I Love Rock 'N' Roll (Expanded Edition),Rock Classics,2Cdvbe2G4hZsnhNMKyGrie,I Love Rock 'N Roll,11/18/1981,0.0000,555qwe1qUgLdee80TZ2CQt,1,4,175173,0.326,2Cdvbe2G4hZsnhNMKyGrie,Classic,audio_features,37i9dQZF1DWXRqgorJj26U
0.32,93.50,0.48,pop,-10.69,0.11,0.39,Kansas,4,0.028,79,spotify:track:6zeE5tKyr8Nu882DQhhSQI,Point Of Know Return (Expanded Edition),Rock Classics,6zeE5tKyr8Nu882DQhhSQI,Dust in the Wind,5/30/1905,0.0006,6oU298pdPTCQnMx1PYwyUA,1,7,206267,0.367,6zeE5tKyr8Nu882DQhhSQI,Classic,audio_features,37i9dQZF1DWXRqgorJj26U
0.39,104.11,0.69,pop,-15.88,0.25,0.72,Pink Floyd,4,0.043,74,spotify:track:4gMgiXfqyzZLMhsksGmbQV,The Wall,Rock Classics,4gMgiXfqyzZLMhsksGmbQV,"Another Brick in the Wall, Pt. 2",11/30/1979,0.0007,5Dbax7G8SWrP9xyzkOvy2F,1,0,238747,0.078,4gMgiXfqyzZLMhsksGmbQV,Classic,audio_features,37i9dQZF1DWXRqgorJj26U
0.90,152.45,0.48,pop,-4.32,0.14,0.60,Bon Jovi,4,0.064,72,spotify:track:0X1sqQ652p1sceKM2nJlIJ,Bon Jovi,Rock Classics,0X1sqQ652p1sceKM2nJlIJ,Runaway,1/23/1984,0.0000,1UUOBzIHw0noiRGRpbt3sz,0,9,230667,0.004,0X1sqQ652p1sceKM2nJlIJ,Classic,audio_features,37i9dQZF1DWXRqgorJj26U
0.94,85.06,0.44,pop,-3.21,0.09,0.78,Green Day,4,0.060,80,spotify:track:6L89mwZXSOwYl76YXfX13s,Dookie,Rock Classics,6L89mwZXSOwYl76YXfX13s,Basket Case,2/1/1994,0.0000,4uG8q3GPuWHQlRbswMIRS6,1,3,181533,0.003,6L89mwZXSOwYl76YXfX13s,Classic,audio_features,37i9dQZF1DWXRqgorJj26U
