energy,tempo,danceability,playlist_genre,loudness,liveness,valence,track_artist,time_signature,speechiness,track_popularity,uri,track_album_name,playlist_name,track_id,track_name,release_date,instrumentalness,track_album_id,mode,key,duration_ms,acousticness,id,playlist_subgenre,type,playlist_id
0.93,109.97,0.62,pop,-2.34,0.16,0.23,Matuê,4,0.043,70,spotify:track:3Kh5a6vXMiJtC35jMEfmyy,333,Trap,3Kh5a6vXMiJtC35jMEfmyy,Castlevania,9/9/2024,0.0000,5CP84pfi4AFe95UTACFWrk,0,9,230182,0.017,3Kh5a6vXMiJtC35jMEfmyy,Trap,audio_features,37i9dQZF1EIhshGKK0SEkb
0.54,135.14,0.93,pop,-5.06,0.09,0.56,"Lil Baby, 42 Dugg",4,0.293,70,spotify:track:6gxKUmycQX7uyMwJcweFjp,My Turn (Deluxe),Trap,6gxKUmycQX7uyMwJcweFjp,We Paid (feat. 42 Dugg),5/1/2020,0.0000,6uhEg4ASZYLIilZFCBFy1r,1,1,181929,0.135,6gxKUmycQX7uyMwJcweFjp,Trap,audio_features,37i9dQZF1EIhshGKK0SEkb
0.64,135.06,0.85,pop,-6.15,0.23,0.62,"Duki, Headie One",4,0.104,73,spotify:track:1Bb422wJR14f7sA77gGs0V,AMERI,Trap,1Bb422wJR14f7sA77gGs0V,Brindis,10/31/2024,0.0000,3rVk419T7ct4qoW52h2q2d,1,0,179556,0.225,1Bb422wJR14f7sA77gGs0V,Trap,audio_features,37i9dQZF1EIhshGKK0SEkb
0.72,128.14,0.76,pop,-3.02,0.10,0.56,"Bad Bunny, Bryant Myers",4,0.232,72,spotify:track:2QrGCbW0ylj94JfkgLZFlA,Pa Ti,Trap,2QrGCbW0ylj94JfkgLZFlA,Pa Ti,1/2/2017,0.0000,7t1OLE6jYXpJBRBDhgrG6A,1,1,191295,0.348,2QrGCbW0ylj94JfkgLZFlA,Trap,audio_features,37i9dQZF1EIhshGKK0SEkb
0.75,115.01,0.75,pop,-3.76,0.11,0.50,"Trap Capos, Noriel, Bad Bunny, Almighty",4,0.090,70,spotify:track:2sA4woGW5KgEgGXXxOKPAZ,Amigos y Enemigos ,Trap,2sA4woGW5KgEgGXXxOKPAZ,Amigos y Enemigos (feat. Bad Bunny & Almighty) - Remix,2/6/2017,0.0000,3pUkjrzOZhiaipOiANpLuF,1,6,295304,0.289,2sA4woGW5KgEgGXXxOKPAZ,Trap,audio_features,37i9dQZF1EIhshGKK0SEkb
0.54,119.97,0.69,pop,-8.86,0.17,0.35,"Lary Over, Anuel, Bryant Myers, Almighty, Brytiago",4,0.174,69,spotify:track:7b6QP0Pz2sqyW7yyXodpm6,Tu Me Enamoraste ,Trap,7b6QP0Pz2sqyW7yyXodpm6,Tu Me Enamoraste - Remix,4/2/2016,0.0000,4uA0PdlRCnd0zpodu1K5qM,1,8,341135,0.250,7b6QP0Pz2sqyW7yyXodpm6,Trap,audio_features,37i9dQZF1EIhshGKK0SEkb
0.53,118.96,0.57,pop,-6.64,0.18,0.37,"Paulo Londra, Lenny Tavárez",4,0.072,73,spotify:track:77dMSg2VHi2wwXjXNrmcrZ,Homerun,Trap,77dMSg2VHi2wwXjXNrmcrZ,Nena Maldición (feat. Lenny Tavárez),5/23/2019,0.0000,0qJkFmVwwNXP6fvSemDZqn,1,6,227518,0.192,77dMSg2VHi2wwXjXNrmcrZ,Trap,audio_features,37i9dQZF1EIhshGKK0SEkb
0.66,124.99,0.88,pop,-5.75,0.13,0.28,Future,4,0.305,77,spotify:track:1qMMYpVatbRITKCfq1gasi,I NEVER LIKED YOU,Trap,1qMMYpVatbRITKCfq1gasi,PUFFIN ON ZOOTIEZ,4/29/2022,0.0000,6tE9Dnp2zInFij4jKssysL,1,8,172933,0.060,1qMMYpVatbRITKCfq1gasi,Trap,audio_features,37i9dQZF1EIhshGKK0SEkb
0.88,92.06,0.75,pop,-3.17,0.15,0.58,Matuê,4,0.081,73,spotify:track:6QsHhB0W9GtLF3cI7mUVkQ,333,Trap,6QsHhB0W9GtLF3cI7mUVkQ,1993,9/9/2024,0.0000,5CP84pfi4AFe95UTACFWrk,1,11,127826,0.455,6QsHhB0W9GtLF3cI7mUVkQ,Trap,audio_features,37i9dQZF1EIhshGKK0SEkb
0.50,86.00,0.89,pop,-6.37,0.25,0.54,"Meek Mill, Drake",4,0.091,74,spotify:track:2IRZnDFmlqMuOrYOLnZZyc,Championships,Trap,2IRZnDFmlqMuOrYOLnZZyc,Going Bad (feat. Drake),11/30/2018,0.0000,6UYZEYjpN1DYRW0kqFy9ZE,0,4,180522,0.259,2IRZnDFmlqMuOrYOLnZZyc,Trap,audio_features,37i9dQZF1EIhshGKK0SEkb
0.71,96.91,0.71,pop,-5.72,0.29,0.63,"Duki, YSY A",4,0.247,71,spotify:track:2m3v40xGeLVqnQvAwx5rdi,AMERI,Trap,2m3v40xGeLVqnQvAwx5rdi,Un Día Más,10/31/2024,0.0000,3rVk419T7ct4qoW52h2q2d,0,10,165773,0.404,2m3v40xGeLVqnQvAwx5rdi,Trap,audio_features,37i9dQZF1EIhshGKK0SEkb
0.70,120.15,0.74,pop,-5.02,0.08,0.41,"Trap Capos, Noriel, Bad Bunny, Arcángel",4,0.117,69,spotify:track:4DS7HoqrKq1dDjeYOKBlu9,Trap Capos II,Trap,4DS7HoqrKq1dDjeYOKBlu9,De las 2 (feat. Bad Bunny & Arcángel),4/13/2018,0.0000,0OQZL8ymQ9RDHaBULw9kCG,0,8,260493,0.710,4DS7HoqrKq1dDjeYOKBlu9,Trap,audio_features,37i9dQZF1EIhshGKK0SEkb
0.63,140.10,0.52,pop,-4.06,0.32,0.21,"Bryant Myers, Bad Bunny",4,0.055,68,spotify:track:2SzgK8i6si6ETtu57nTdSn,Un Ratito Mas,Trap,2SzgK8i6si6ETtu57nTdSn,Un Ratito Mas,6/5/2017,0.0000,0AIoxEYCgmfD856498j2dq,1,1,283121,0.156,2SzgK8i6si6ETtu57nTdSn,Trap,audio_features,37i9dQZF1EIhshGKK0SEkb
0.74,99.83,0.70,pop,-4.16,0.10,0.40,"Lazza, Lil Baby",3,0.050,73,spotify:track:4CNfC20TImtjdwN3dG0uCF,LOCURA,Trap,4CNfC20TImtjdwN3dG0uCF,CANZONE D'ODIO (feat. Lil Baby),9/19/2024,0.0000,0wYy8LTZuhiAyvchPppHPj,0,10,162970,0.172,4CNfC20TImtjdwN3dG0uCF,Trap,audio_features,37i9dQZF1EIhshGKK0SEkb
0.67,147.04,0.61,pop,-6.93,0.13,0.32,"Filipe Ret, Dallass, Hunter",4,0.086,68,spotify:track:4tuFNhM69UakXdPg4RrNvp,Deus Perdoa,Trap,4tuFNhM69UakXdPg4RrNvp,Deus Perdoa,3/21/2023,0.0000,0qruvxQou6I8A0fmUiMsFv,0,4,137143,0.403,4tuFNhM69UakXdPg4RrNvp,Trap,audio_features,37i9dQZF1EIhshGKK0SEkb
0.49,110.96,0.78,pop,-6.50,0.10,0.09,Future,4,0.048,80,spotify:track:4lH6nENd1y81jp7Yt9lTBX,HNDRXX,Trap,4lH6nENd1y81jp7Yt9lTBX,Solo,7/27/2017,0.4970,7K6OykPbezfgKgBufihn6X,0,5,265996,0.054,4lH6nENd1y81jp7Yt9lTBX,Trap,audio_features,37i9dQZF1EIhshGKK0SEkb
0.58,116.62,0.71,pop,-5.30,0.20,0.53,"Metro Boomin, Future, Chris Brown",4,0.204,79,spotify:track:0vjeOZ3Ft5jvAi9SBFJm1j,HEROES & VILLAINS,Trap,0vjeOZ3Ft5jvAi9SBFJm1j,Superhero (Heroes & Villains) [with Future & Chris Brown],12/2/2022,0.0000,7txGsnDSqVMoRl6RQ9XyZP,0,5,182667,0.138,0vjeOZ3Ft5jvAi9SBFJm1j,Trap,audio_features,37i9dQZF1EIhshGKK0SEkb
0.39,129.96,0.69,pop,-8.44,0.24,0.19,"KHEA, Omar Varela, Asan",4,0.082,68,spotify:track:0K0soSt52EhMS9FohRObdK,Cómo Le Digo,Trap,0K0soSt52EhMS9FohRObdK,Cómo Le Digo,4/10/2018,0.0000,4r9ruIPQRfmUwN2YwqUN0c,1,0,226101,0.181,0K0soSt52EhMS9FohRObdK,Trap,audio_features,37i9dQZF1EIhshGKK0SEkb
0.41,172.45,0.72,pop,-9.96,0.10,0.50,"KayBlack, Wall Hein, AMUSIK",3,0.387,70,spotify:track:5RHOhXxMVhpEaBcG6hIydA,Maturidade,Trap,5RHOhXxMVhpEaBcG6hIydA,Maturidade,9/8/2022,0.0000,2QWzXzDW94VU4E9KBSJehg,0,2,142026,0.509,5RHOhXxMVhpEaBcG6hIydA,Trap,audio_features,37i9dQZF1EIhshGKK0SEkb
0.48,133.03,0.93,pop,-5.49,0.09,0.75,"WIU, Teto",4,0.259,70,spotify:track:0VybBobSYSzliyEJ1VqwGR,Problemas de um Milionário,Trap,0VybBobSYSzliyEJ1VqwGR,Problemas de um Milionário,4/10/2024,0.0001,37xAMiTNitGXNdcm6v7ZJu,1,2,144361,0.355,0VybBobSYSzliyEJ1VqwGR,Trap,audio_features,37i9dQZF1EIhshGKK0SEkb
0.60,113.90,0.88,pop,-7.19,0.09,0.69,Bad Bunny,4,0.370,72,spotify:track:26w9NTiE9NGjW1ZvIOd1So,EL ÚLTIMO TOUR DEL MUNDO,Trap,26w9NTiE9NGjW1ZvIOd1So,BOOKER T,11/27/2020,0.0000,2d9BCZeAAhiZWPpbX9aPCW,1,7,156430,0.114,26w9NTiE9NGjW1ZvIOd1So,Trap,audio_features,37i9dQZF1EIhshGKK0SEkb
0.73,155.01,0.83,pop,-3.71,0.12,0.45,Travis Scott,4,0.222,81,spotify:track:2xLMifQCjDGFmkHkpNLD9h,ASTROWORLD,Trap,2xLMifQCjDGFmkHkpNLD9h,SICKO MODE,8/3/2018,0.0000,41GuZcammIkupMPKH2OJ6I,1,8,312820,0.005,2xLMifQCjDGFmkHkpNLD9h,Trap,audio_features,37i9dQZF1EIhshGKK0SEkb
0.67,87.97,0.57,pop,-4.36,0.11,0.15,"Metro Boomin, Future, Don Toliver",4,0.047,82,spotify:track:2Hh3ETdQKrmSI3QS0hme7g,HEROES & VILLAINS,Trap,2Hh3ETdQKrmSI3QS0hme7g,Too Many Nights (feat. Don Toliver & with Future),12/2/2022,0.0000,7txGsnDSqVMoRl6RQ9XyZP,0,7,199920,0.189,2Hh3ETdQKrmSI3QS0hme7g,Trap,audio_features,37i9dQZF1EIhshGKK0SEkb
0.60,135.99,0.74,pop,-9.47,0.08,0.43,"Revol, Ozuna, Cosculluela, Arcángel, Brytiago",4,0.203,71,spotify:track:6TZXBJLTIOX6DM6hwCsKw2,Me Ama Me Odia,Trap,6TZXBJLTIOX6DM6hwCsKw2,Me Ama Me Odia,9/1/2016,0.0000,3FAdUgqDYeqcvlpBTbGczq,0,6,326937,0.226,6TZXBJLTIOX6DM6hwCsKw2,Trap,audio_features,37i9dQZF1EIhshGKK0SEkb
0.64,171.26,0.57,pop,-4.03,0.24,0.88,Youka,3,0.298,68,spotify:track:1FEh2VLXCzHr4DhMLufrs5,VENIN,Afro Hits,1FEh2VLXCzHr4DhMLufrs5,Hm Hm hm,7/5/2024,0.0346,6oWVZRNxLYd8K32YuRAbzz,0,9,131765,0.499,1FEh2VLXCzHr4DhMLufrs5,Nigerian,audio_features,37i9dQZF1DWX0o6sD1a6P5
0.87,118.08,0.77,pop,-5.64,0.41,0.93,Wizkid,4,0.049,75,spotify:track:27durTCg4qj3qAbKsSVNX4,Kese (Dance),Afro Hits,27durTCg4qj3qAbKsSVNX4,Kese (Dance),11/15/2024,0.3400,2sE6Gv7CIc5jUFffN3zsaS,0,5,174053,0.142,27durTCg4qj3qAbKsSVNX4,Nigerian,audio_features,37i9dQZF1DWX0o6sD1a6P5
0.79,113.98,0.75,pop,-4.62,0.07,0.90,"Davido, YG Marley",4,0.040,76,spotify:track:6e0YUaVAfDxUabmybOjguy,Awuke,Afro Hits,6e0YUaVAfDxUabmybOjguy,Awuke,10/31/2024,0.0000,6t9A9CaPsaknVT4WgCPuXL,1,5,172632,0.308,6e0YUaVAfDxUabmybOjguy,Nigerian,audio_features,37i9dQZF1DWX0o6sD1a6P5
0.81,100.05,0.46,pop,-3.46,0.20,0.82,"Darkoo, Rema",4,0.211,68,spotify:track:2irQkcW7o3v0tZoGZrtUsO,Favourite Girl (with Rema),Afro Hits,2irQkcW7o3v0tZoGZrtUsO,Favourite Girl (with Rema),8/8/2024,0.0000,4TFhO9eXlG7Xb4RzSz5tOU,1,8,184249,0.372,2irQkcW7o3v0tZoGZrtUsO,Nigerian,audio_features,37i9dQZF1DWX0o6sD1a6P5
0.65,93.20,0.74,pop,-5.49,0.11,0.75,"Wizkid, Brent Faiyaz",4,0.138,77,spotify:track:2nYeyMeqYDiFSYYtl2BWD6,Piece of My Heart (feat. Brent Faiyaz),Afro Hits,2nYeyMeqYDiFSYYtl2BWD6,Piece of My Heart (feat. Brent Faiyaz),10/18/2024,0.0000,2aM3higgzzkjpJf4EDJ8Gq,1,1,259354,0.252,2nYeyMeqYDiFSYYtl2BWD6,Nigerian,audio_features,37i9dQZF1DWX0o6sD1a6P5
0.81,93.48,0.68,pop,-3.51,0.09,0.76,Tyla,4,0.047,78,spotify:track:1Cbl3Yq8rHo7hhDQmLQagU,TYLA +,Afro Hits,1Cbl3Yq8rHo7hhDQmLQagU,PUSH 2 START,10/11/2024,0.0083,5QsVRNOKVMCeVAIUoOQJ13,1,2,156826,0.277,1Cbl3Yq8rHo7hhDQmLQagU,Nigerian,audio_features,37i9dQZF1DWX0o6sD1a6P5
0.68,145.38,0.50,pop,-7.88,0.07,0.62,"Bnxn, Rema",5,0.211,71,spotify:track:771KDfpsOtJPQmocQpMdkR,Fi Kan We Kan,Afro Hits,771KDfpsOtJPQmocQpMdkR,Fi Kan We Kan,10/15/2024,0.0001,6EKtDHfQtcqhwIPoZr7jTp,0,6,161379,0.109,771KDfpsOtJPQmocQpMdkR,Nigerian,audio_features,37i9dQZF1DWX0o6sD1a6P5
0.63,101.84,0.50,pop,-3.37,0.19,0.65,"Asake, Wizkid",3,0.144,72,spotify:track:13VXuHw3O8Yt7VwRIDqSo4,Lungu Boy,Afro Hits,13VXuHw3O8Yt7VwRIDqSo4,MMS,8/8/2024,0.0341,3kS42vslfpYnxWkGN4JvlW,0,8,219628,0.677,13VXuHw3O8Yt7VwRIDqSo4,Nigerian,audio_features,37i9dQZF1DWX0o6sD1a6P5
0.65,112.65,0.69,pop,-6.97,0.08,0.47,"Oscar Maydon, Fuerza Regida",3,0.078,93,spotify:track:1cOboCuWYI2osTOfolMRS6,Tu Boda,Viva Latino,1cOboCuWYI2osTOfolMRS6,Tu Boda,9/26/2024,0.0000,60cQzWfmdg4hyDXrpW6kOA,1,6,225881,0.496,1cOboCuWYI2osTOfolMRS6,Modern,audio_features,37i9dQZF1DX10zKzsJ2jva
0.58,99.97,0.81,pop,-5.09,0.09,0.53,"Cris Mj, FloyyMenor, LOUKI",4,0.060,86,spotify:track:6PhRhocBXP4y7NpciGmzra,MJ,Viva Latino,6PhRhocBXP4y7NpciGmzra,Después De La 1,9/12/2024,0.0202,2lIzIH2mQQ0ItgkJKefQMp,0,6,177600,0.030,6PhRhocBXP4y7NpciGmzra,Modern,audio_features,37i9dQZF1DX10zKzsJ2jva
0.56,105.01,0.83,pop,-5.59,0.14,0.34,"Rauw Alejandro, Bad Bunny",4,0.204,82,spotify:track:0l0vcZMU7AOeQmUIREoI2U,Cosa Nuestra,Viva Latino,0l0vcZMU7AOeQmUIREoI2U,Qué Pasaría...,11/15/2024,0.0000,0aX0UXrHG2ceYIxTQcqJdA,0,4,182857,0.528,0l0vcZMU7AOeQmUIREoI2U,Modern,audio_features,37i9dQZF1DX10zKzsJ2jva
0.74,101.92,0.78,pop,-4.67,0.10,0.45,"Danny Ocean, Kapo",4,0.109,76,spotify:track:4zbEItKoaRId1vRZkoO0Uh,Imagínate,Viva Latino,4zbEItKoaRId1vRZkoO0Uh,Imagínate,11/7/2024,0.0000,3kzUHIIJdOeP7mwyfT3qJ8,1,11,170366,0.134,4zbEItKoaRId1vRZkoO0Uh,Modern,audio_features,37i9dQZF1DX10zKzsJ2jva
0.66,96.00,0.86,pop,-5.86,0.33,0.31,"Natanael Cano, Uriel Gaxiola, Ganggy, Victor Mendivil",4,0.210,72,spotify:track:6fKvGaO8Dfntvx4thaXtak,Kamikaze (feat. Victor Mendivil),Viva Latino,6fKvGaO8Dfntvx4thaXtak,Kamikaze (feat. Victor Mendivil),11/14/2024,0.0000,0qRymMmPlQL4Jji8iXAZVP,0,4,248363,0.084,6fKvGaO8Dfntvx4thaXtak,Modern,audio_features,37i9dQZF1DX10zKzsJ2jva
0.48,100.03,0.69,pop,-6.34,0.07,0.36,Fuerza Regida,4,0.200,88,spotify:track:5AH31dDNgxCMGDdxubNNn4,PERO NO TE ENAMORES,Viva Latino,5AH31dDNgxCMGDdxubNNn4,NEL,7/25/2024,0.0004,3iRQdNKyI5Pf78jWYI1tFv,0,7,149074,0.523,5AH31dDNgxCMGDdxubNNn4,Modern,audio_features,37i9dQZF1DX10zKzsJ2jva
0.67,128.03,0.92,pop,-6.80,0.07,0.79,KAROL G,4,0.047,93,spotify:track:6WatFBLVB0x077xWeoVc2k,Si Antes Te Hubiera Conocido,Viva Latino,6WatFBLVB0x077xWeoVc2k,Si Antes Te Hubiera Conocido,6/21/2024,0.0006,5ylbxH7EqpsmHZCRuiYewS,1,11,195824,0.446,6WatFBLVB0x077xWeoVc2k,Modern,audio_features,37i9dQZF1DX10zKzsJ2jva
0.76,90.03,0.82,pop,-2.86,0.08,0.78,"Blessd, Anuel AA",4,0.057,72,spotify:track:0fKK51bU6lcCCwdNnv64t3,DEPORTIVO,Viva Latino,0fKK51bU6lcCCwdNnv64t3,DEPORTIVO,11/14/2024,0.0004,4WDkA9vfa56hODrhY0LAhs,1,0,218701,0.534,0fKK51bU6lcCCwdNnv64t3,Modern,audio_features,37i9dQZF1DX10zKzsJ2jva
0.72,105.00,0.85,pop,-4.39,0.12,0.56,"Maria Becerra, Yandel",4,0.056,74,spotify:track:4U80gkwi6Qk0fBRcDuzn3E,SEXO ES LA MODA,Viva Latino,4U80gkwi6Qk0fBRcDuzn3E,SEXO ES LA MODA,10/31/2024,0.0000,4bJWxZQFLrz2IW79KheuXD,0,9,165901,0.183,4U80gkwi6Qk0fBRcDuzn3E,Modern,audio_features,37i9dQZF1DX10zKzsJ2jva
0.71,91.98,0.85,pop,-3.57,0.11,0.69,"KAROL G, Feid, DFZM, Ovy On The Drums, J Balvin, Maluma, Ryan Castro, Blessd",4,0.098,84,spotify:track:3mg9jYNC1NihbthlglzrWP,57,Viva Latino,3mg9jYNC1NihbthlglzrWP,57,11/8/2024,0.0000,5TT8KluomuelzsNF7T1U37,0,1,298131,0.221,3mg9jYNC1NihbthlglzrWP,Modern,audio_features,37i9dQZF1DX10zKzsJ2jva
0.63,155.87,0.69,pop,-4.98,0.09,0.47,"Rauw Alejandro, Romeo Santos",4,0.181,78,spotify:track:1YYfyJ2yCvGFCxwjsIqEK9,Cosa Nuestra,Viva Latino,1YYfyJ2yCvGFCxwjsIqEK9,Khé?,11/15/2024,0.0000,0aX0UXrHG2ceYIxTQcqJdA,1,7,206066,0.326,1YYfyJ2yCvGFCxwjsIqEK9,Modern,audio_features,37i9dQZF1DX10zKzsJ2jva
0.48,171.83,0.75,pop,-6.44,0.07,0.83,"Joyce Santana, Feid",4,0.273,72,spotify:track:12VjaTNEaCfDlvW1XPZTQ9,Ferxxoko,Viva Latino,12VjaTNEaCfDlvW1XPZTQ9,Ferxxoko,10/31/2024,0.0000,5uRpRstxMvxTSbAXZmaBnh,0,3,177209,0.019,12VjaTNEaCfDlvW1XPZTQ9,Modern,audio_features,37i9dQZF1DX10zKzsJ2jva
0.72,101.10,0.56,pop,-3.17,0.22,0.68,"Duki, Myke Towers",3,0.119,82,spotify:track:03IpZ9yqJlo3EIgDQUgBSF,AMERI,Viva Latino,03IpZ9yqJlo3EIgDQUgBSF,Nueva Era,10/31/2024,0.0000,3rVk419T7ct4qoW52h2q2d,1,0,246889,0.267,03IpZ9yqJlo3EIgDQUgBSF,Modern,audio_features,37i9dQZF1DX10zKzsJ2jva
0.44,100.02,0.78,pop,-8.99,0.07,0.84,FloyyMenor,4,0.058,81,spotify:track:5PCGEfALcpGtURIuTqvX0R,PELIGROSA,Viva Latino,5PCGEfALcpGtURIuTqvX0R,PELIGROSA,7/12/2024,0.0000,6KiPy0AFWwVK4pTIstFbLz,0,6,136944,0.319,5PCGEfALcpGtURIuTqvX0R,Modern,audio_features,37i9dQZF1DX10zKzsJ2jva
0.61,119.89,0.66,pop,-6.98,0.09,0.47,Chino Pacas,3,0.032,79,spotify:track:0NsGFMIo2aNbAkJu48ndaf,Que Sigan Llegando Las Pacas (Extended),Viva Latino,0NsGFMIo2aNbAkJu48ndaf,Morena Canela,10/18/2024,0.0000,0IeCqguWKSslODbwnrelhq,1,10,178337,0.105,0NsGFMIo2aNbAkJu48ndaf,Modern,audio_features,37i9dQZF1DX10zKzsJ2jva
0.68,155.08,0.56,pop,-6.30,0.11,0.39,"Omar Courtz, De La Rose",4,0.244,89,spotify:track:0Sr7ssScx54yxdM2ols7nW,PRIMERA MUSA,Viva Latino,0Sr7ssScx54yxdM2ols7nW,Q U E V A S H A C E R H O Y ?,9/20/2024,0.0000,3C5uwdRE5QRoXSGPPxpDd4,0,6,223320,0.103,0Sr7ssScx54yxdM2ols7nW,Modern,audio_features,37i9dQZF1DX10zKzsJ2jva
0.72,104.03,0.71,pop,-4.96,0.37,0.70,Quevedo,4,0.040,76,spotify:track:1kyLInQ2qgYbK4wZxllfV2,DURO,Viva Latino,1kyLInQ2qgYbK4wZxllfV2,DURO,10/31/2024,0.0000,235ZKHV3Tg09Cj4vtYnZm8,0,4,162205,0.223,1kyLInQ2qgYbK4wZxllfV2,Modern,audio_features,37i9dQZF1DX10zKzsJ2jva
0.54,97.54,0.72,pop,-7.80,0.21,0.36,Junior H,3,0.033,84,spotify:track:4ZOkfHC38nxSeSqzGE5HFr,$AD BOYZ 4 LIFE II,Viva Latino,4ZOkfHC38nxSeSqzGE5HFr,PIÉNSALO,10/5/2023,0.0000,7Lv6VzSqIz1sAssK2JUskG,0,2,240669,0.452,4ZOkfHC38nxSeSqzGE5HFr,Modern,audio_features,37i9dQZF1DX10zKzsJ2jva
0.59,125.01,0.69,pop,-8.39,0.13,0.67,"Jasiel Nuñez, Peso Pluma",3,0.037,75,spotify:track:0lQogzZgV4XwuUTasz3nPL,LA ODISEA,Viva Latino,0lQogzZgV4XwuUTasz3nPL,EN MI MUNDO,11/7/2024,0.0000,0OrStwHqaIFS8JdPSwApqA,0,8,307565,0.396,0lQogzZgV4XwuUTasz3nPL,Modern,audio_features,37i9dQZF1DX10zKzsJ2jva
0.75,100.08,0.84,pop,-4.74,0.95,0.67,Shakira,4,0.105,86,spotify:track:3OJDtCdYs8QJnui708tEU3,Soltera,Viva Latino,3OJDtCdYs8QJnui708tEU3,Soltera,9/25/2024,0.0005,0VRb8B2ls0GDEfmKiL8FWJ,1,2,214643,0.167,3OJDtCdYs8QJnui708tEU3,Modern,audio_features,37i9dQZF1DX10zKzsJ2jva
0.71,194.06,0.74,pop,-5.78,0.08,0.71,"Myke Towers, benny blanco",4,0.284,79,spotify:track:4xISUrw0t2elabEhKrtAJ0,DEGENERE 👑 (feat. benny blanco),Viva Latino,4xISUrw0t2elabEhKrtAJ0,DEGENERE 👑 (feat. benny blanco),10/16/2024,0.0000,2ONEbIxBKRNvD2x4kCdsO4,0,6,130880,0.050,4xISUrw0t2elabEhKrtAJ0,Modern,audio_features,37i9dQZF1DX10zKzsJ2jva
0.71,82.05,0.79,pop,-4.39,0.12,0.69,"Maisak, Feid",4,0.064,84,spotify:track:2gmd7lY3QSzLh0xIY4cRvi,SE ME OLVIDA,Viva Latino,2gmd7lY3QSzLh0xIY4cRvi,SE ME OLVIDA,8/23/2024,0.0000,00ESTj1vBUkIbaTHaXaXu3,0,7,225373,0.040,2gmd7lY3QSzLh0xIY4cRvi,Modern,audio_features,37i9dQZF1DX10zKzsJ2jva
0.83,98.58,0.74,pop,-4.27,0.30,0.72,Grupo Frontera,4,0.033,82,spotify:track:1uGUbgZuO1kD1JZ0UeFupN,Hecha Pa' Mí,Viva Latino,1uGUbgZuO1kD1JZ0UeFupN,Hecha Pa' Mí,10/3/2024,0.0000,3Z9jjBDBjKUkf7CXPm5aSF,1,8,195846,0.086,1uGUbgZuO1kD1JZ0UeFupN,Modern,audio_features,37i9dQZF1DX10zKzsJ2jva
0.62,104.01,0.77,pop,-4.52,0.15,0.25,"Myke Towers, Peso Pluma",4,0.042,72,spotify:track:1iIrqtbY2aogEHhQkmrV7w,LA PANTERA NEGRA,Viva Latino,1iIrqtbY2aogEHhQkmrV7w,SE TE NOTA (feat. Peso Pluma),8/22/2024,0.0000,6NmYJszy5BaEm1WF4tJL7Z,1,0,190107,0.057,1iIrqtbY2aogEHhQkmrV7w,Modern,audio_features,37i9dQZF1DX10zKzsJ2jva
0.69,120.21,0.72,pop,-7.17,0.09,0.94,Tito Double P,3,0.052,89,spotify:track:6X6m4xmdFcz31p1h7Qg68c,INCÓMODO,Viva Latino,6X6m4xmdFcz31p1h7Qg68c,EL LOKERON,8/22/2024,0.0000,27GWSFRITD8JJcSGMgEfTN,0,7,146141,0.573,6X6m4xmdFcz31p1h7Qg68c,Modern,audio_features,37i9dQZF1DX10zKzsJ2jva
0.74,117.96,0.75,pop,-3.64,0.09,0.62,"Carin Leon, Gabito Ballesteros",4,0.039,75,spotify:track:4Ndjd6DhKIC5IPoBIrMQuX,Ese Vato No Te Queda,Viva Latino,4Ndjd6DhKIC5IPoBIrMQuX,Ese Vato No Te Queda,10/24/2024,0.0001,4Z9Ib007Z7ZFmYLfyp2qH9,0,7,198607,0.029,4Ndjd6DhKIC5IPoBIrMQuX,Modern,audio_features,37i9dQZF1DX10zKzsJ2jva
0.86,136.00,0.69,pop,-5.04,0.09,0.71,"Fuerza Regida, Luis R Conriquez",3,0.054,75,spotify:track:06ONHS2cu9I7fvzTz3NQvq,Cholo 7,Viva Latino,06ONHS2cu9I7fvzTz3NQvq,Cholo 7,10/31/2024,0.0001,2DqUzBO8R3Aw4q26PDjV1t,0,6,157500,0.200,06ONHS2cu9I7fvzTz3NQvq,Modern,audio_features,37i9dQZF1DX10zKzsJ2jva
0.46,79.50,0.37,pop,-8.61,0.13,0.30,HUMBE,3,0.256,80,spotify:track:1qbql17v0Hazo94o5RUyWQ,KINTSUGI,Viva Latino,1qbql17v0Hazo94o5RUyWQ,KINTSUGI,9/26/2024,0.0135,2icg5AKoqW4jWW9vdkENlZ,0,4,237908,0.860,1qbql17v0Hazo94o5RUyWQ,Modern,audio_features,37i9dQZF1DX10zKzsJ2jva
0.78,103.00,0.71,pop,-4.78,0.10,0.45,Kapo,4,0.040,86,spotify:track:5QjmUqgpPQgXgg4606DqZF,UWAIE,Viva Latino,5QjmUqgpPQgXgg4606DqZF,UWAIE,8/15/2024,0.0000,5H7sO778w4hgr2v2600ajN,0,9,172427,0.138,5QjmUqgpPQgXgg4606DqZF,Modern,audio_features,37i9dQZF1DX10zKzsJ2jva
0.63,111.93,0.71,pop,-5.81,0.23,0.29,"Clarent, Mora",4,0.037,80,spotify:track:7lcbpfihslisNObKdHjyLo,IA,Viva Latino,7lcbpfihslisNObKdHjyLo,IA,10/17/2024,0.0000,3DXj5cbdAXHzjG9Yy2rDn3,0,0,171429,0.656,7lcbpfihslisNObKdHjyLo,Modern,audio_features,37i9dQZF1DX10zKzsJ2jva
